Section,Chapter,Article,Text,Status,Source
الباب الثامن: الوقاية من مخاطر العمل والوقاية من الحوادث الصناعية الكبرى وإصابات العمل والخدمات الصحية والاجتماعية,الفصل الأول : التعريفات,المادة الثامنة والثلاثون بعد المائة :,إذا نتج عن الإصابة عجز دائم كلي، أو أدت الإصابة إلى وفاة المصاب، فللمصاب أو المستحقين عنه الحق في تعويض يقدر بما يعادل أجره عن مدة ثلاث سنوات بحد أدنى قدره أربعة وخمسون ألف ريال. أما إذا نتج عن الإصابة عجز دائم جزئي، فإن المصاب يستحق تعويضًا معادلًا لنسبة ذلك العجز المقدر، وفقًا لجدول دليل نسب العجز المعتمد مضروبة في قيمة تعويض العجز الدائم الكلي.,عادية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1
الباب الثامن: الوقاية من مخاطر العمل والوقاية من الحوادث الصناعية الكبرى وإصابات العمل والخدمات الصحية والاجتماعية,الفصل الأول : التعريفات,المادة التاسعة والثلاثون بعد المائة :,لا يلزم   صاحب العمل    بما ورد في المواد الثالثة والثلاثين بعد المائة والسابعة والثلاثين بعد المائة والثامنة والثلاثين بعد المائة من هذا النظام إذا ثبت أي مما يأتي: 1 - أن العامل تعمد إصابة نفسه. 2 - أن الإصابة حدثت بسبب سوء سلوك مقصود من جانب العامل. 3 - أن العامل امتنع عن عرض نفسه على طبيب، أو امتنع عن قبول معالجة الطبيب المكلف بعلاجه من قبل   صاحب العمل    دون سبب مشروع.,عادية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1
الباب الثامن: الوقاية من مخاطر العمل والوقاية من الحوادث الصناعية الكبرى وإصابات العمل والخدمات الصحية والاجتماعية,الفصل الأول : التعريفات,المادة الأربعون بعد المائة :,تحدد مسؤولية أصحاب العمل السابقين الذين اشتغل لديهم العامل المصاب بالمرض المهني على ضوء التقرير الطبي للطبيب المعالج، ويلزم هؤلاء بالتعويض المنصوص عليه في المادة الثامنة والثلاثين بعد المائة من هذا النظام، كل بنسبة المدة التي قضاها المصاب في خدمته، بشرط أن تكون الصناعات أو المهن التي يمارسونها مما ينشأ عنها المرض الذي أصيب به العامل.,عادية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1
الباب الثامن: الوقاية من مخاطر العمل والوقاية من الحوادث الصناعية الكبرى وإصابات العمل والخدمات الصحية والاجتماعية,الفصل الأول : التعريفات,المادة الحادية والأربعون بعد المائة :,تحدد بقرار من الوزير إجراءات الإبلاغ عن   إصابات العمل.,عادية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1
الباب الثامن: الوقاية من مخاطر العمل والوقاية من الحوادث الصناعية الكبرى وإصابات العمل والخدمات الصحية والاجتماعية,الفصل الأول : التعريفات,المادة الثانية والأربعون بعد المائة :,على كل صاحب عمل أن يعد خزانة أو أكثر للإسعافات الطبية، مزودة بالأدوية وغيرها، مما يلزم للإسعافات الطبية الأولية. وتحدد اللائحة ما يجب أن تحتويه هذه الخزانة من وسائل الإسعافات الأولية وعددها، وكميات الأدوية، وكذلك تنظيم وسائل حفظها، وشروط من يقوم بمهمة الإسعافات ومستواه.,عادية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1
الباب الثامن: الوقاية من مخاطر العمل والوقاية من الحوادث الصناعية الكبرى وإصابات العمل والخدمات الصحية والاجتماعية,الفصل الأول : التعريفات,المادة الثالثة والأربعون بعد المائة :,على كل صاحب عمل أن يعهد إلى طبيب أو أكثر بفحص عماله المعرضين لاحتمال الإصابة بأحد الأمراض المهنية المحددة في   جداول الأمراض المهنية- المنصوص عليها في نظام   التأمينات الاجتماعية- فحصًا شاملًا مرة كل سنة على الأقل، وأن يثبت نتيجة ذلك الفحص في سجلاته، وكذلك في ملفات أولئك العمال.,عادية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1
الباب الثامن: الوقاية من مخاطر العمل والوقاية من الحوادث الصناعية الكبرى وإصابات العمل والخدمات الصحية والاجتماعية,الفصل الأول : التعريفات,المادة الرابعة والأربعون بعد المائة :,على   صاحب العمل    أن يوفر لعماله العناية الصحية الوقائية والعلاجية طبقاً للمستويات التي يقررها الوزير، مع مراعاة ما يوفره    نظام الضمان الصحي التعاوني.,عادية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1
الباب الثامن: الوقاية من مخاطر العمل والوقاية من الحوادث الصناعية الكبرى وإصابات العمل والخدمات الصحية والاجتماعية,الفصل الأول : التعريفات,المادة الخامسة والأربعون بعد المائة :,يجوز  لصاحب العمل    بعد موافقة الوزير إنشاء صندوق للتوفير والادخار، على أن تكون مساهمة العمال فيه اختيارية. ويجب إعلان الأحكام المنظمة لكل ما يتصل بقواعد عمل هذا الصندوق.,عادية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1
الباب الثامن: الوقاية من مخاطر العمل والوقاية من الحوادث الصناعية الكبرى وإصابات العمل والخدمات الصحية والاجتماعية,الفصل الأول : التعريفات,المادة السادسة والأربعون بعد المائة :,يلزم   صاحب العمل    وعلى نفقته بالنسبة لمن يؤدي عملًا في الأماكن البعيدة عن العمران بكل ما يأتي أو بعضه وفقًا لما يحدده الوزير: 1 - توفير حوانيت لبيع الطعام والملابس وغير ذلك من الحاجات الضرورية بأسعار معتدلة، وذلك في مناطق العمل التي لا تتوافر فيها عادة تلك الحوانيت. 2 - توفير وسائل ترفيه وتثقيف مناسبة وملاعب رياضية ملحقة بأماكن العمل. 3 - إجراء ما يلزم من الترتيبات الطبية المناسبة للمحافظة على صحة العمال وعلاج أسرهم علاجًا شاملًا. (ويقصد بالأسرة: الزوج والأولاد والأم والأب المقيمون معه). 4 - توفير مدارس لتعليم أولاد العمال إذا لم يتوافر في المنطقة مدارس كافية. 5 - إعداد مساجد أو مصليات في أماكن العمل. 6 - إعداد برامج لمحو الأمية بين العمال. وتحدد اللائحة الأماكن البعيدة عن العمران.,عادية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1
الباب الثامن: الوقاية من مخاطر العمل والوقاية من الحوادث الصناعية الكبرى وإصابات العمل والخدمات الصحية والاجتماعية,الفصل الأول : التعريفات,المادة السابعة والأربعون بعد المائة:,يلزم   صاحب العمل    الذي يؤدي عملًا في الأماكن البعيدة عن العمران، وفي المناجم والمحاجر ومراكز التنقيب عن النفط بتوفير المساكن والمخيمات والوجبات الغذائية للعمال. ويحدد الوزير بقرار منه شروط المساكن والمخيمات ومواصفاتها ومقابل الانتفاع بالمساكن، وكذلك عدد الوجبات الغذائية وكميات الطعام وأنواعه والشروط اللازمة لها، وما يتحمله العامل مقابل الوجبة، وغير ذلك مما يلزم للمحافظة على صحة العمال.,عادية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1
الباب الثامن: الوقاية من مخاطر العمل والوقاية من الحوادث الصناعية الكبرى وإصابات العمل والخدمات الصحية والاجتماعية,الفصل الأول : التعريفات,المادة الثامنة والأربعون بعد المائة :,على كل صاحب عمل أن يوفر لعماله وسائل الانتقال من محل إقامتهم، أو من مركز تجمع معين إلى أماكن العمل، وإعادتهم يوميًّا إذا كانت هذه الأماكن لا تصل إليها وسائل المواصلات المنتظمة في مواعيد تتفق مع مواعيد العمل.,عادية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1
الباب التاسع: تشغيل النساء,الفصل الأول : التعريفات,المادة التاسعة والأربعون بعد المائة :,"تم تعديل هذه المادة بموجب المرسوم الملكي رقم ( م/ 46) وتاريخ 5 / 6 / 1436 هـ ؛ لتكون بالنص الآتي: ""يُحظر تشغيل المرأة في المهن والأعمال الخطرة أو الضارة، ويحدد الوزير – بقرار منه – المهن والأعمال التي تعد خطرة أو ضارة من شأنها أن تعرض النساء  لأخطار أو أضرار محددة مما يجب معه حظر عملهن فيها أو تقييده بشروط خاصة"".",معدلة,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1
الباب التاسع: تشغيل النساء,الفصل الأول : التعريفات,المادة الخمسون بعد المائة :,- حُذفت هذه المادة وذلك بموجب المرسوم الملكي رقم (م / 5) وتاريخ 7 / 1 / 1442هـ.,معدلة,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1
الباب التاسع: تشغيل النساء,الفصل الأول : التعريفات,المادة الحادية والخمسون بعد المائة :,"تم تعديل أحكام المادتين (الحادية والخمسين بعد المائة) و(الثانية والخمسين بعد المائة)؛ وإعادة صياغتهما بعد تعديل أحكامهما لتكون في مادة واحدة بموجب المرسوم الملكي رقم ( م/ 46) وتاريخ 5 / 6 / 1436 هـ ؛ بالنص الآتي : ""المادة الحادية والخمسون بعد المائة : 1 - للمرأة العاملة الحق في إجازة وضع بأجر كامل لمدة عشرة أسابيع توزعها كيف تشاء؛ تبدأ بحدٍّ أقصى بأربعة أسابيع قبل التاريخ المرجح للوضع، ويحدد التاريخ المرجح للوضع بموجب شهادة طبية مصدقة من جهة صحية. 2 - يحظر تشغيل المرأة بعد الوضع بأي حال من الأحوال خلال الستة أسابيع التالية له، ولها الحق في تمديد الإجازة مدة شهر دون أجر. 3 - للمرأة العاملة - في حالة إنجاب طفل مريض أو من ذوي الاحتياجات الخاصة وتتطلب حالته الصحية مرافقاً مستمراً له - الحق في إجازة مدتها شهر بأجر كامل تبدأ بعد انتهاء مدة إجازة الوضع، ولها الحق في تمديد الإجازة لمدة شهر دون أجر"".",معدلة,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1
الباب التاسع: تشغيل النساء,الفصل الأول : التعريفات,المادة الثانية والخمسون بعد المائة :,"تم تعديل أحكام المادتين (الحادية والخمسين بعد المائة) و(الثانية والخمسين بعد المائة)؛ وإعادة صياغتهما بعد تعديل أحكامهما لتكون في مادة واحدة بموجب المرسوم الملكي رقم ( م/ 46) وتاريخ 5 / 6 / 1436 هـ ؛ بالنص الآتي : ""المادة الحادية والخمسون بعد المائة : 1 - للمرأة العاملة الحق في إجازة وضع بأجر كامل لمدة عشرة أسابيع توزعها كيف تشاء؛ تبدأ بحدٍّ أقصى بأربعة أسابيع قبل التاريخ المرجح للوضع، ويحدد التاريخ المرجح للوضع بموجب شهادة طبية مصدقة من جهة صحية. 2 - يحظر تشغيل المرأة بعد الوضع بأي حال من الأحوال خلال الستة أسابيع التالية له، ولها الحق في تمديد الإجازة مدة شهر دون أجر. 3 - للمرأة العاملة - في حالة إنجاب طفل مريض أو من ذوي الاحتياجات الخاصة وتتطلب حالته الصحية مرافقاً مستمراً له - الحق في إجازة مدتها شهر بأجر كامل تبدأ بعد انتهاء مدة إجازة الوضع، ولها الحق في تمديد الإجازة لمدة شهر دون أجر"".",معدلة,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1
الباب التاسع: تشغيل النساء,الفصل الأول : التعريفات,المادة الثالثة والخمسون بعد المائة :,على   صاحب العمل    توفير   الرعاية الطبية للمرأة العاملة    أثناء الحمل والولادة.,عادية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1
الباب التاسع: تشغيل النساء,الفصل الأول : التعريفات,المادة الرابعة والخمسون بعد المائة :,يحق للمرأة العاملة عندما تعود إلى مزاولة عملها بعد   إجازة الوضع    أن تأخذ بقصد إرضاع مولودها فترة أو فترات للاستراحة لا تزيد في مجموعها على الساعة في اليوم الواحد، وذلك علاوة على فترات الراحة الممنوحة لجميع العمال، وتحسب هذه الفترة أو الفترات من   ساعات العمل    الفعلية، ولا يترتب عليها تخفيض الأجر.,عادية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1
الباب التاسع: تشغيل النساء,الفصل الأول : التعريفات,المادة الخامسة والخمسون بعد المائة :,"عُدلت هذه المادة بموجب المرسوم الملكي رقم (م / 134) وتاريخ 27 / 11 / 1440هـ،  لتكون بالنص الآتي: ""لا يجوز لصاحب العمل فصل العاملة أو إنذارها بالفصل أثناء حملها أو تمتعها بإجازة الوضع، ويشمل ذلك مدة مرضها الناشئ عن أي منهما، على أن يثبت المرض بشهادة طبية معتمدة، وأن لا تتجاوز مدة غيابها (مائة وثمانين) يوماً في السنة سواءً أكانت متصلة أم متفرقة"".",معدلة,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1
الباب التاسع: تشغيل النساء,الفصل الأول : التعريفات,المادة السادسة والخمسون بعد المائة :,أُلغيت هذه المادة بموجب المرسوم الملكي رقم (م / 134) وتاريخ 27 / 11 / 1440هـ.,معدلة,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1
الباب التاسع: تشغيل النساء,الفصل الأول : التعريفات,المادة السابعة والخمسون بعد المائة :,يسقط حق العاملة فيما تستحقه وفقًا لأحكام هذا الباب إذا عملت لدى صاحب عمل آخر أثناء مدة إجازتها المصرح بها،  ولصاحب العمل  الأصلي- في هذه الحالة- أن يحرمها من أجرها عن مدة الإجازة، أو أن يسترد ما أداه لها.,عادية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1
الباب التاسع: تشغيل النساء,الفصل الأول : التعريفات,المادة الثامنة والخمسون بعد المائة :,على   صاحب العمل    في جميع الأماكن التي يعمل فيها نساء وفي جميع المهن أن يوفر لهن مقاعد تأمينًا لاستراحتهن.,عادية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1
الباب التاسع: تشغيل النساء,الفصل الأول : التعريفات,المادة التاسعة والخمسون بعد المائة :,1- على كل صاحب عمل يشغل خمسين عاملة فأكثر أن يهيئ مكانًا مناسبًا يتوافر فيه العدد الكافي من   المربيات،   لرعاية أطفال العاملات    الذين تقل أعمارهم عن ست سنوات، وذلك إذا بلغ عدد الأطفال عشرة فأكثر. 2 - يجوز للوزير أن يلزم   صاحب العمل    الذي يستخدم مائة عاملة فأكثر في مدينة واحدة أن ينشئ دارًا للحضانة بنفسه أو بالمشاركة مع أصحاب عمل آخرين في المدينة نفسها، أو يتعاقد مع دار للحضانة قائمة   لرعاية أطفال العاملات    الذين تقل أعمارهم عن ست سنوات وذلك أثناء فترات العمل، وفي هذه الحالة يحدد الوزير الشروط والأوضاع التي تنظم هذه الدار، كما يقرر نسبة التكاليف التي تفرض على العاملات المستفيدات من هذه الخدمة .,عادية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1
الباب التاسع: تشغيل النساء,الفصل الأول : التعريفات,المادة الستون بعد المائة :,"تم تعديل هذه المادة بموجب المرسوم الملكي رقم ( م/ 46) وتاريخ 5 / 6 / 1436 هـ ؛ لتكون بالنص الآتي : ""1 - للمرأة العاملة المسلمة التي يتوفى زوجها الحق في إجازة عدة بأجر كامل لمدة لا تقل عن أربعة أشهر وعشرة أيام من تاريخ الوفاة، ولها الحق في تمديد هذه الإجازة دون أجر إن كانت حاملاً - خلال هذه الفترة - حتى تضع حملها، ولا يجوز لها الاستفادة من باقي إجازة العدة الممنوحة لها – بموجب هذا النظام – بعد وضع حملها. 2 - للمرأة العاملة غير المسلمة التي يتوفى زوجها الحق في إجازة بأجر كامل لمدة خمسة عشر يوماً. وفي جميع الأحوال لا يجوز للعاملة المتوفى عنها زوجها ممارسة أي عمل لدى الغير خلال هذه المدة. ويحق لصاحب العمل أن يطلب الوثائق المؤيدة للحالات المشار إليها"".",معدلة,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1
الباب العاشر: تشغيل الأحداث,الفصل الأول : التعريفات,المادة الحادية والستون بعد المائة :,لا يجوز   تشغيل الأحداث    في الأعمال الخطرة أو الصناعات الضارة، أو في المهن والأعمال التي يحتمل أن تعرض صحتهم أو سلامتهم أو أخلاقهم للخطر، بسبب طبيعتها أو الظروف التي تؤدى فيها. ويحدد الوزير بقرار منه الأعمال والصناعات والمهن المشار إليها.,عادية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1
الباب العاشر: تشغيل الأحداث,الفصل الأول : التعريفات,المادة الثانية والستون بعد المائة :,1- لا يجوز تشغيل أي شخص لم يتم الخامسة عشرة من عمره ولا يسمح له بدخول أماكن العمل، وللوزير أن يرفع هذه السن في بعض الصناعات أو المناطق أو بالنسبة لبعض فئات الأحداث بقرار منه . 2 - استثناء من الفقرة (1) من هذه المادة يجوز للوزير أن يسمح بتشغيل أو عمل الأشخاص الذين تتراوح أعمارهم ما بين 13- 15 سنة في أعمال خفيفة، يراعى فيها الآتي: 2 /1 - ألا يحتمل أن تكون ضارة بصحتهم أو نموهم. 2 /2 - ألا تعطل مواظبتهم في المدرسة واشتراكهم في برامج التوجيه أو التدريب المهني، ولا تضعف قدرتهم على الاستفادة من التعليم الذي يتلقونه.,عادية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1
الباب العاشر: تشغيل الأحداث,الفصل الأول : التعريفات,المادة الثالثة والستون بعد المائة :,يحظر   تشغيل الأحداث    أثناء فترة من الليل لا تقل عن اثنتي عشرة ساعة متتالية إلا في الحالات التي يحددها الوزير بقرار منه.,عادية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1
الباب العاشر: تشغيل الأحداث,الفصل الأول : التعريفات,المادة الرابعة والستون بعد المائة :,لا يجوز   تشغيل الأحداث    تشغيلًا فعليًّا أكثر من ست ساعات في اليوم الواحد لسائر شهور السنة، عدا شهر رمضان، فيجب ألا تزيد   ساعات العمل الفعلية    فيه على أربع ساعات. وتنظم   ساعات العمل    بحيث لا يعمل الحدث أكثر من أربع ساعات متصلة دون فترة أو أكثر للراحة والطعام والصلاة، لا تقل في المرة الواحدة عن نصف ساعة، وبحيث لا يبقى في مكان العمل أكثر من سبع ساعات. ولا يجوز   تشغيل الأحداث    في أيام    الراحة الأسبوعية     أو في أيام   الأعياد      والعطلات الرسمية    والإجازة السنوية. ولا تسري عليهم الاستثناءات التي نصت عليها المادة السادسة بعد المائة من هذا النظام.,عادية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1
الباب العاشر: تشغيل الأحداث,الفصل الأول : التعريفات,المادة الخامسة والستون بعد المائة :,على   صاحب العمل    قبل تشغيل الحدث أن يستوفي منه المستندات الآتية: 1 -   بطاقة الهوية الوطنية    أو شهادة رسمية بميلاده. 2 -   شهادة باللياقة الصحية    للعمل المطلوب صادرة من طبيب مختص ومصدق عليها من جهة صحية. 3 - موافقة ولي أمر الحدث. ويجب حفظ هذه المستندات في الملف الخاص بالحدث.,عادية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1
الباب العاشر: تشغيل الأحداث,الفصل الأول : التعريفات,المادة السادسة والستون بعد المائة :,على   صاحب العمل    أن يبلغ   مكتب العمل    المختص عن كل حدث يشغله خلال الأسبوع الأول من تشغيله، وأن يحتفظ في مكان العمل بسجل خاص للعمال الأحداث يبين فيه اسم الحدث وعمره والاسم الكامل لولي أمره ومحل إقامته وتاريخ تشغيله.,عادية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1
الباب العاشر: تشغيل الأحداث,الفصل الأول : التعريفات,المادة السابعة والستون بعد المائة :,لا تسري الأحكام المنصوص عليها في هذا الباب على العمل الذي يؤديه الأطفال والأحداث في المدارس لأغراض التعليم العام أو المهني أو التقني، وفي مؤسسات التدريب الأخرى، ولا تسري على العمل الذي يؤديه في المنشآت الأشخاص الذين بلغوا سن أربع عشرة سنة على الأقل إذا كان هذا العمل ينفذ وفقًا لشروط يقررها الوزير، وكان العمل يشكل جزءًا أساسيًّا من الآتي: 1 -   دورة تعليمية أو تدريبية    تقع مسؤوليتها الرئيسية على مدرسة أو مؤسسة تدريب . 2 -   برنامج تدريبي    ينفذ قسمه الأكبر أو كله في منشأة إذا كانت الجهة المختصة قد أقرته. 3 -   برنامج إرشادي أو توجيهي    يرمي إلى تسهيل اختيار المهنة أو نوع التدريب.,عادية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1
الباب الحادي عشر: عقد العمل البحري,الفصل الأول : التعريفات,المادة الثامنة والستون بعد المائة :,"- صدر المرسوم الملكي رقم (م/44) وتاريخ 1446/2/8هـ، وذلك بالموافقة على تعديلات بعض مواد نظام العمل (ويعمل بها من تاريخ 1446/8/20هـ) وعدلت هذه المادة لتكون بالنص الآتي: "" يقصد بألفاظ وعبارات (السفينة، ومجهز السفينة، والربان، والبحار، وعقد العمل البحري) أينما وردت في هذا الباب المعاني المبينة حيالها في النظام البحري التجاري "".",معدلة,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1
الباب الحادي عشر: عقد العمل البحري,الفصل الأول : التعريفات,المادة التاسعة والستون بعد المائة :,يخضع جميع من يعمل على ظهر السفينة لسلطة ربانها وأوامره.,عادية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1
الباب الحادي عشر: عقد العمل البحري,الفصل الأول : التعريفات,المادة السبعون بعد المائة :,يجب أن تسجل في سجلات السفينة أو أن تلحق بها جميع عقود عمل البحارة العاملين عليها، وأن تكون هذه العقود محررة بصيغة واضحة. ويجب أن ينص في العقد على ما إذا كان معقودًا لمدة محددة أو لسفرة، فإذا كان معقودًا لمدة محددة حددت المدة بصورة واضحة، وإذا كان لسفرة حددت المدينة أو   المرفأ البحري    الذي تنتهي عنده السفرة، وفي أي مرحلة من مراحل تفريغ السفينة أو تحميلها في هذا المرفأ ينتهي العقد.,عادية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1
الباب الحادي عشر: عقد العمل البحري,الفصل الأول : التعريفات,المادة الحادية والسبعون بعد المائة :,يجب أن ينص في   عقد العمل البحري    على تاريخ إبرامه ومكانه، واسم المجهز، واسم   البحار    ولقبه وسنه وجنسيته وموطنه،  ونوع العمل  المكلف به، وكيفية أدائه، والشهادة التي تتيح له العمل في الملاحة البحرية، والتذكرة الشخصية البحرية، ومقدار الأجر، ومدة العقد، أما إذا كان العقد لسفرة واحدة فيجب تحديد المدينة أو   المرفأ البحري    الذي تنتهي عنده الرحلة، وفي أي مرحلة من مراحل تفريغ السفينة أو تحميلها في هذا المرفأ ينتهي العمل، وغير ذلك من تفاصيل العقد. ويكون العقد من ثلاث نسخ: نسخة لمجهز السفينة، ونسخة للربان للاحتفاظ بها على ظهر السفينة، ونسخة للبحار.,عادية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1
الباب الحادي عشر: عقد العمل البحري,الفصل الأول : التعريفات,المادة الثانية والسبعون بعد المائة :,يجب أن تعلن في السفينة وفي القسم المخصص للعاملين فيها قواعد العمل على ظهرها وشروطه، ويجب أن تتضمن القواعد والشروط ما يأتي : 1 -   التزامات البحارة    وواجباتهم وقواعد تنظيم العمل على ظهر السفينة والجداول الزمنية للخدمة،   وساعات العمل    اليومية. 2 -  واجبات مجهز السفينة  تجاه البحارة، من حيث   الأجور الثابتة      والمكافآت، وغير ذلك من أنواع الأجر. 3 - كيفية تعليق دفع الأجور أو الحسم منها، وكيفية دفع السلف على الأجور. 4 - مكان تصفية الأجور وزمانها، وحسابها النهائي. 5 - قواعد تقديم الغذاء والمبيت وأصولها على ظهر السفينة. 6 - علاج   أمراض البحارة    وإصاباتهم. 7 -   سلوك البحارة   وشروط ترحيلهم إلي بلدهم . 8 -   إجازات البحارة السنوية المدفوعة  الأجر. 9 -   مكافأة نهاية الخدمة    وغير ذلك من التعويضات التي ستدفع بمناسبة إنهاء   عقد العمل    أو انتهائه.,عادية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1
الباب الحادي عشر: عقد العمل البحري,الفصل الأول : التعريفات,المادة الثالثة والسبعون بعد المائة :,يشترط فيمن يعمل بحارًا: 1 - أن يكون قد أتم من العمر ثماني عشرة سنة. 2 - أن يكون حاصلًا على شهادة تتيح له العمل في الخدمة البحرية. 3 - أن يكون لائقًا طبيًّا.,عادية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1
الباب الحادي عشر: عقد العمل البحري,الفصل الأول : التعريفات,المادة الرابعة والسبعون بعد المائة :,تدفع جميع استحقاقات   البحار      بالعملة الرسمية ، ويجوز أداؤها بالعملة الأجنبية إذا استحقت والسفينة خارج المياه الإقليمية وقبل   البحار    ذلك. وللبحار أن يطلب من   صاحب العمل    صرف ما يستحقه من أجره النقدي لمن يعينه.,عادية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1
الباب الحادي عشر: عقد العمل البحري,الفصل الأول : التعريفات,المادة الخامسة والسبعون بعد المائة :,إذا اختصر السفر لأي سبب من الأسباب، سواء كان ذلك اختياريًّا أم قهريًّا، فلا يترتب على ذلك نقص أجر   البحار    المشغل بعقد عمل بحري، لمدة رحلة بحرية واحدة.,عادية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1
الباب الحادي عشر: عقد العمل البحري,الفصل الأول : التعريفات,المادة السادسة والسبعون بعد المائة :,إذا حدد   الأجر    بحصة من الأرباح أو أجر السفينة فإن   البحار    لا يستحق تعويضًا في حالة إلغاء الرحلة، ولا زيادة في   الأجر    عند تأجير الرحلة أو إطالتها، أما إذا كان التأخير أو الإطالة ناشئًا عن فعل الشاحنين استحق   البحار    تعويضًا من المجهز.,عادية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1
الباب الحادي عشر: عقد العمل البحري,الفصل الأول : التعريفات,المادة السابعة والسبعون بعد المائة :,يستحق   البحار    أجره إذا أسرت السفينة، أو غرقت، أو أصبحت غير صالحة للملاحة، وذلك حتى يوم وقوع الحادث.,عادية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1
