المادة القانونية (م),السؤال,الإجابة,Gold_Article,Gold_Text,Overlap_Jaccard,Coverage_Answer_in_Article,Coverage_Article_in_Answer,Answer_Length_Tokens,Article_Length_Tokens
الحادية والسبعون,ما هي الإجراءات الواجب اتباعها قبل توقيع أي جزاء تأديبي على العامل؟,يجب إبلاغه كتابة بما نُسب إليه، واستجوابه وتحقيق دفاعه وإثبات ذلك في محضر يودع في ملفه الخاص. (المادة الحادية والسبعون),المادة الحادية والسبعون ,لا يجوز توقيع جزاء تأديبي على العامل إلا بعد إبلاغه كتابة بما نسب إليه واستجوابه وتحقيق دفاعه وإثبات ذلك في محضر يودع في ملفه الخاص، ويجوز أن يكون الاستجواب شفاهة في المخالفات البسيطة التي لا يتعدى الجزاء المفروض على مرتكبها الإنذار أو الغرامة باقتطاع ما لا يزيد على أجر يوم واحد، على أن يثبت ذلك في المحضر.,0.2692307692307692,0.7368421052631579,0.2978723404255319,20,57
الحادية والسبعون,متى يجوز الاستجواب الشفوي بدلاً من الإجراءات الكتابية المطولة؟,يجوز الاستجواب شفاهة في المخالفات البسيطة التي لا يتعدى الجزاء المفروض على مرتكبها الإنذار أو الغرامة باقتطاع ما لا يزيد على أجر يوم واحد. (المادة الحادية والسبعون),المادة الحادية والسبعون ,لا يجوز توقيع جزاء تأديبي على العامل إلا بعد إبلاغه كتابة بما نسب إليه واستجوابه وتحقيق دفاعه وإثبات ذلك في محضر يودع في ملفه الخاص، ويجوز أن يكون الاستجواب شفاهة في المخالفات البسيطة التي لا يتعدى الجزاء المفروض على مرتكبها الإنذار أو الغرامة باقتطاع ما لا يزيد على أجر يوم واحد، على أن يثبت ذلك في المحضر.,0.44,0.88,0.46808510638297873,27,57
الحادية والسبعون,ما هو الشرط الواجب في حالة الاستجواب الشفوي؟,يجب أن يُثبت ذلك في المحضر. (المادة الحادية والسبعون),المادة الحادية والسبعون ,لا يجوز توقيع جزاء تأديبي على العامل إلا بعد إبلاغه كتابة بما نسب إليه واستجوابه وتحقيق دفاعه وإثبات ذلك في محضر يودع في ملفه الخاص، ويجوز أن يكون الاستجواب شفاهة في المخالفات البسيطة التي لا يتعدى الجزاء المفروض على مرتكبها الإنذار أو الغرامة باقتطاع ما لا يزيد على أجر يوم واحد، على أن يثبت ذلك في المحضر.,0.07692307692307693,0.4444444444444444,0.0851063829787234,9,57
الثانية والسبعون,كيف يتم إبلاغ العامل بقرار توقيع الجزاء عليه إذا امتنع عن الاستلام أو كان غائباً؟,يتم إرسال البلاغ بـكتاب مسجل على عنوانه المبين في ملفه. (المادة الثانية والسبعون),المادة الثانية والسبعون,"- صدر المرسوم الملكي رقم (م/44) وتاريخ 1446/2/8هـ، وذلك بالموافقة على تعديلات بعض مواد نظام العمل (ويعمل بها من تاريخ 1446/8/20هـ) وعدلت هذه المادة لتكون بالنص الآتي "" يجب أن يبلغ العامل بقرار توقيع الجزاء عليه كتابة، فإذا امتنع عن الاستلام أو كان غائباً فيرسل البلاغ بكتاب مسجل على عنوانه المبين في ملفه، وله التظلم كتابة للجهة المختصة لدى صاحب العمل خلال (ثلاثين) يوماً -عدا أيام العطل الرسمية- من تاريخ إبلاغه بالقرار، فإن رُفض تظلمه أو لم يُبت فيه كتابة خلال (خمسة عشر) يوماً من تقديمه كان له حق الاعتراض أمام المحاكم العمالية على القرار الخاص بتوقيع الجزاء عليه خلال (ثلاثين) يوماً -عدا أيام العطل الرسمية- من تاريخ رفض تظلمه أو انتهاء المدة المحددة للبت في التظلم أيهما أقرب"".",0.08,0.5714285714285714,0.0851063829787234,14,122
الثانية والسبعون,ما هي المدة الزمنية المتاحة للعامل للتظلم من قرار الجزاء لدى صاحب العمل؟,له التظلم كتابة للجهة المختصة لدى صاحب العمل خلال (ثلاثين) يوماً -عدا أيام العطل الرسمية- من تاريخ إبلاغه بالقرار. (المادة الثانية والسبعون),المادة الثانية والسبعون,"- صدر المرسوم الملكي رقم (م/44) وتاريخ 1446/2/8هـ، وذلك بالموافقة على تعديلات بعض مواد نظام العمل (ويعمل بها من تاريخ 1446/8/20هـ) وعدلت هذه المادة لتكون بالنص الآتي "" يجب أن يبلغ العامل بقرار توقيع الجزاء عليه كتابة، فإذا امتنع عن الاستلام أو كان غائباً فيرسل البلاغ بكتاب مسجل على عنوانه المبين في ملفه، وله التظلم كتابة للجهة المختصة لدى صاحب العمل خلال (ثلاثين) يوماً -عدا أيام العطل الرسمية- من تاريخ إبلاغه بالقرار، فإن رُفض تظلمه أو لم يُبت فيه كتابة خلال (خمسة عشر) يوماً من تقديمه كان له حق الاعتراض أمام المحاكم العمالية على القرار الخاص بتوقيع الجزاء عليه خلال (ثلاثين) يوماً -عدا أيام العطل الرسمية- من تاريخ رفض تظلمه أو انتهاء المدة المحددة للبت في التظلم أيهما أقرب"".",0.20833333333333334,0.9090909090909091,0.2127659574468085,22,122
الثانية والسبعون,متى يحق للعامل الاعتراض على قرار الجزاء أمام المحاكم العمالية؟,يحق له الاعتراض إذا رُفض تظلمه أو لم يُبت فيه كتابة خلال (خمسة عشر) يوماً من تقديمه، وذلك خلال (ثلاثين) يوماً من تاريخ الرفض أو انتهاء مدة البت أيهما أقرب. (المادة الثانية والسبعون),المادة الثانية والسبعون,"- صدر المرسوم الملكي رقم (م/44) وتاريخ 1446/2/8هـ، وذلك بالموافقة على تعديلات بعض مواد نظام العمل (ويعمل بها من تاريخ 1446/8/20هـ) وعدلت هذه المادة لتكون بالنص الآتي "" يجب أن يبلغ العامل بقرار توقيع الجزاء عليه كتابة، فإذا امتنع عن الاستلام أو كان غائباً فيرسل البلاغ بكتاب مسجل على عنوانه المبين في ملفه، وله التظلم كتابة للجهة المختصة لدى صاحب العمل خلال (ثلاثين) يوماً -عدا أيام العطل الرسمية- من تاريخ إبلاغه بالقرار، فإن رُفض تظلمه أو لم يُبت فيه كتابة خلال (خمسة عشر) يوماً من تقديمه كان له حق الاعتراض أمام المحاكم العمالية على القرار الخاص بتوقيع الجزاء عليه خلال (ثلاثين) يوماً -عدا أيام العطل الرسمية- من تاريخ رفض تظلمه أو انتهاء المدة المحددة للبت في التظلم أيهما أقرب"".",0.21782178217821782,0.7586206896551724,0.23404255319148937,33,122
الثالثة والسبعون,ما هي الإجراءات الواجبة على صاحب العمل بخصوص الغرامات التي يوقعها على العمال؟,يجب عليه أن يكتب الغرامات التي يوقعها على العامل في سجل خاص، مع بيان اسم العامل ومقدار أجره ومقدار الغرامة وسبب توقيعها وتاريخ ذلك. (المادة الثالثة والسبعون),المادة الثالثة والسبعون ,"تم تعديل هذه المادة بموجب المرسوم الملكي رقم ( م/ 46) وتاريخ 5 / 6 / 1436 هـ ؛ لتكون بالنص الآتي ""يجب على صاحب العمل أن يكتب الغرامات التي يوقعها على العامل في سجل خاص، مع بيان اسم العامل ومقدار أجره ومقدار الغرامة وسبب توقيعها وتاريخ ذلك. ولا يجوز التصرف في الغرامات إلا فيما يعود بالنفع على عمال المنشأة، على أن يكون التصرف بهذه الغرامات من قبل اللجنة العمالية في المنشأة، وفي حالة عدم وجود لجنة يكون التصرف في الغرامات بموافقة الوزارة"".",0.3333333333333333,0.88,0.3492063492063492,27,80
الثالثة والسبعون,فيماذا يجوز التصرف في حصيلة الغرامات التي توقع على العمال؟,لا يجوز التصرف في الغرامات إلا فيما يعود بالنفع على عمال المنشأة. (المادة الثالثة والسبعون),المادة الثالثة والسبعون ,"تم تعديل هذه المادة بموجب المرسوم الملكي رقم ( م/ 46) وتاريخ 5 / 6 / 1436 هـ ؛ لتكون بالنص الآتي ""يجب على صاحب العمل أن يكتب الغرامات التي يوقعها على العامل في سجل خاص، مع بيان اسم العامل ومقدار أجره ومقدار الغرامة وسبب توقيعها وتاريخ ذلك. ولا يجوز التصرف في الغرامات إلا فيما يعود بالنفع على عمال المنشأة، على أن يكون التصرف بهذه الغرامات من قبل اللجنة العمالية في المنشأة، وفي حالة عدم وجود لجنة يكون التصرف في الغرامات بموافقة الوزارة"".",0.18181818181818182,0.8,0.19047619047619047,15,80
الثالثة والسبعون,من هي الجهة المسؤولة عن التصرف في الغرامات في المنشأة؟,تكون من قبل اللجنة العمالية في المنشأة، وفي حالة عدم وجود لجنة يكون التصرف في الغرامات بموافقة الوزارة. (المادة الثالثة والسبعون),المادة الثالثة والسبعون ,"تم تعديل هذه المادة بموجب المرسوم الملكي رقم ( م/ 46) وتاريخ 5 / 6 / 1436 هـ ؛ لتكون بالنص الآتي ""يجب على صاحب العمل أن يكتب الغرامات التي يوقعها على العامل في سجل خاص، مع بيان اسم العامل ومقدار أجره ومقدار الغرامة وسبب توقيعها وتاريخ ذلك. ولا يجوز التصرف في الغرامات إلا فيما يعود بالنفع على عمال المنشأة، على أن يكون التصرف بهذه الغرامات من قبل اللجنة العمالية في المنشأة، وفي حالة عدم وجود لجنة يكون التصرف في الغرامات بموافقة الوزارة"".",0.25757575757575757,0.85,0.2698412698412698,21,80
الرابعة والسبعون,ما هي الحالات المتعلقة بالمدة التي ينتهي بها عقد العمل؟,ينتهي إذا اتفق الطرفان على إنهائه (بموافقة العامل الكتابية)، أو إذا انتهت المدة المحددة في العقد (ما لم يكن قد تجدد صراحة). (المادة الرابعة والسبعون),المادة الرابعة والسبعون ,"تم تعديل هذه المادة بموجب المرسوم الملكي رقم ( م/ 46) وتاريخ 5 / 6 / 1436 هـ ؛ لتكون بالنص الآتي "" ينتهي عقد العمل في أي من الأحوال الآتية 1 - إذا اتفق الطرفان على إنهائه، بشرط أن تكون موافقة العامل كتابية. 2 - إذا انتهت المدة المحددة في العقد، ما لم يكن العقد قد تجدد صراحة وفق أحكام هذا النظام؛ فيستمر إلى أجله. 3 - بناءً على إرادة أحد الطرفين في العقود غير المحددة المدة، وفقاً لما ورد في المادة (الخامسة والسبعين) من هذا النظام. 4 - بلوغ العامل سن التقاعد - وهي ستون سنة للعمال وخمس وخمسون سنة للعاملات - ما لم يتفق الطرفان على الاستمرار في العمل بعد هذه السن، ويجوز تخفيض سن التقاعد في حالات التقاعد المبكر الذي ينص عليه في لائحة تنظيم العمل. وإذا كان عقد العمل محدد المدة، وكانت مدته تمتد إلى ما بعد بلوغ سن التقاعد؛ ففي هذه الحالة ينتهي العقد بانتهاء مدته. 5 - القوة القاهرة. 6 - إغلاق المنشأة نهائياً. 7 - إنهاء النشاط الذي يعمل فيه العامل، ما لم يُتفق على غير ذلك. 8 - أي حالة أخرى ينص عليها نظام آخر"".",0.14960629921259844,0.7916666666666666,0.1557377049180328,25,170
الرابعة والسبعون,متى ينتهي عقد العمل بسبب إرادة أحد طرفيه؟,ينتهي بناءً على إرادة أحد الطرفين في العقود غير المحددة المدة، وفقاً للشروط الواردة في المادة (الخامسة والسبعين) من هذا النظام. (المادة الرابعة والسبعون),المادة الرابعة والسبعون ,"تم تعديل هذه المادة بموجب المرسوم الملكي رقم ( م/ 46) وتاريخ 5 / 6 / 1436 هـ ؛ لتكون بالنص الآتي "" ينتهي عقد العمل في أي من الأحوال الآتية 1 - إذا اتفق الطرفان على إنهائه، بشرط أن تكون موافقة العامل كتابية. 2 - إذا انتهت المدة المحددة في العقد، ما لم يكن العقد قد تجدد صراحة وفق أحكام هذا النظام؛ فيستمر إلى أجله. 3 - بناءً على إرادة أحد الطرفين في العقود غير المحددة المدة، وفقاً لما ورد في المادة (الخامسة والسبعين) من هذا النظام. 4 - بلوغ العامل سن التقاعد - وهي ستون سنة للعمال وخمس وخمسون سنة للعاملات - ما لم يتفق الطرفان على الاستمرار في العمل بعد هذه السن، ويجوز تخفيض سن التقاعد في حالات التقاعد المبكر الذي ينص عليه في لائحة تنظيم العمل. وإذا كان عقد العمل محدد المدة، وكانت مدته تمتد إلى ما بعد بلوغ سن التقاعد؛ ففي هذه الحالة ينتهي العقد بانتهاء مدته. 5 - القوة القاهرة. 6 - إغلاق المنشأة نهائياً. 7 - إنهاء النشاط الذي يعمل فيه العامل، ما لم يُتفق على غير ذلك. 8 - أي حالة أخرى ينص عليها نظام آخر"".",0.14285714285714285,0.8181818181818182,0.14754098360655737,24,170
الرابعة والسبعون,متى ينتهي عقد العامل بسبب العمر؟,ينتهي ببلوغ العامل سن التقاعد (ستون سنة للعمال وخمس وخمسون سنة للعاملات)، ما لم يتفق الطرفان على الاستمرار، ويجوز تخفيض السن في حالات التقاعد المبكر. (المادة الرابعة والسبعون),المادة الرابعة والسبعون ,"تم تعديل هذه المادة بموجب المرسوم الملكي رقم ( م/ 46) وتاريخ 5 / 6 / 1436 هـ ؛ لتكون بالنص الآتي "" ينتهي عقد العمل في أي من الأحوال الآتية 1 - إذا اتفق الطرفان على إنهائه، بشرط أن تكون موافقة العامل كتابية. 2 - إذا انتهت المدة المحددة في العقد، ما لم يكن العقد قد تجدد صراحة وفق أحكام هذا النظام؛ فيستمر إلى أجله. 3 - بناءً على إرادة أحد الطرفين في العقود غير المحددة المدة، وفقاً لما ورد في المادة (الخامسة والسبعين) من هذا النظام. 4 - بلوغ العامل سن التقاعد - وهي ستون سنة للعمال وخمس وخمسون سنة للعاملات - ما لم يتفق الطرفان على الاستمرار في العمل بعد هذه السن، ويجوز تخفيض سن التقاعد في حالات التقاعد المبكر الذي ينص عليه في لائحة تنظيم العمل. وإذا كان عقد العمل محدد المدة، وكانت مدته تمتد إلى ما بعد بلوغ سن التقاعد؛ ففي هذه الحالة ينتهي العقد بانتهاء مدته. 5 - القوة القاهرة. 6 - إغلاق المنشأة نهائياً. 7 - إنهاء النشاط الذي يعمل فيه العامل، ما لم يُتفق على غير ذلك. 8 - أي حالة أخرى ينص عليها نظام آخر"".",0.184,0.8846153846153846,0.1885245901639344,28,170
الخامسة والسبعون,ما هو الشرط الجوهري لإنهاء العقد غير المحدد المدة من قِبل أحد طرفيه؟,يجب أن يكون الإنهاء بناءً على سبب مشروع يجب بيانه. (المادة الخامسة والسبعون),المادة الخامسة والسبعون ,"تم تعديل هذه المادة بموجب المرسوم الملكي رقم ( م/ 46) وتاريخ 5 / 6 / 1436 هـ ؛ لتكون بالنص الآتي ""إذا كان العقد غير محدد المدة، جاز لأي من طرفيه إنهاؤه بناءً على سبب مشروع يجب بيانه بموجب إشعار يوجه إلى الطرف الآخر كتابةً قبل الإنهاء بمدة تحدد في العقد، على ألا تقل عن ستين يوماً إذا كان أجر العامل يدفع شهريًّا، ولا تقل عن ثلاثين يوماً بالنسبة إلى غيره"".",0.125,0.6666666666666666,0.13333333333333333,13,69
الخامسة والسبعون,ما هي مدة الإشعار (الإنذار) المطلوبة لإنهاء العقد غير المحدد المدة إذا كان أجر العامل شهرياً؟,يجب أن لا تقل مدة الإشعار عن ستين يوماً. (المادة الخامسة والسبعون),المادة الخامسة والسبعون ,"تم تعديل هذه المادة بموجب المرسوم الملكي رقم ( م/ 46) وتاريخ 5 / 6 / 1436 هـ ؛ لتكون بالنص الآتي ""إذا كان العقد غير محدد المدة، جاز لأي من طرفيه إنهاؤه بناءً على سبب مشروع يجب بيانه بموجب إشعار يوجه إلى الطرف الآخر كتابةً قبل الإنهاء بمدة تحدد في العقد، على ألا تقل عن ستين يوماً إذا كان أجر العامل يدفع شهريًّا، ولا تقل عن ثلاثين يوماً بالنسبة إلى غيره"".",0.09090909090909091,0.5,0.1,12,69
الخامسة والسبعون,ما هي مدة الإشعار المطلوبة لإنهاء العقد غير المحدد المدة بالنسبة للعمال الذين لا يتقاضون أجورهم شهرياً؟,يجب أن لا تقل مدة الإشعار عن ثلاثين يوماً. (المادة الخامسة والسبعون),المادة الخامسة والسبعون ,"تم تعديل هذه المادة بموجب المرسوم الملكي رقم ( م/ 46) وتاريخ 5 / 6 / 1436 هـ ؛ لتكون بالنص الآتي ""إذا كان العقد غير محدد المدة، جاز لأي من طرفيه إنهاؤه بناءً على سبب مشروع يجب بيانه بموجب إشعار يوجه إلى الطرف الآخر كتابةً قبل الإنهاء بمدة تحدد في العقد، على ألا تقل عن ستين يوماً إذا كان أجر العامل يدفع شهريًّا، ولا تقل عن ثلاثين يوماً بالنسبة إلى غيره"".",0.09090909090909091,0.5,0.1,12,69
السادسة والسبعون,ما هو التزام الطرف الذي ينهي العقد غير المحدد المدة دون مراعاة مهلة الإشعار؟,يلتزم بأن يدفع للطرف الآخر عن مهلة الإشعار مبلغاً مساوياً لأجر العامل عن المهلة نفسها. (المادة السادسة والسبعون),المادة السادسة والسبعون ,"تم تعديل هذه المادة بموجب المرسوم الملكي رقم ( م/ 46) وتاريخ 5 / 6 / 1436 هـ ؛ لتكون بالنص الآتي ""إذا لم يراع الطرف الذي أنهى العقد غير المحدد المدة المهلة المحدد للإشعار وفقاً للمادة (الخامسة والسبعين) من هذا النظام، فإنه يلتزم بأن يدفع للطرف الآخر عن مهلة الإشعار مبلغاً مساوياً لأجر العامل عن المهلة نفسها، ما لم يتفق الطرفان على أكثر من ذلك"".",0.25,0.8823529411764706,0.25862068965517243,18,63
السادسة والسبعون,هل يجوز الاتفاق على تعويض يزيد عن أجر مهلة الإشعار؟,نعم، يجوز ذلك ما لم يتفق الطرفان على أكثر من ذلك. (المادة السادسة والسبعون),المادة السادسة والسبعون ,"تم تعديل هذه المادة بموجب المرسوم الملكي رقم ( م/ 46) وتاريخ 5 / 6 / 1436 هـ ؛ لتكون بالنص الآتي ""إذا لم يراع الطرف الذي أنهى العقد غير المحدد المدة المهلة المحدد للإشعار وفقاً للمادة (الخامسة والسبعين) من هذا النظام، فإنه يلتزم بأن يدفع للطرف الآخر عن مهلة الإشعار مبلغاً مساوياً لأجر العامل عن المهلة نفسها، ما لم يتفق الطرفان على أكثر من ذلك"".",0.14516129032258066,0.6923076923076923,0.15517241379310345,14,63
السادسة والسبعون,هل يسري هذا الحكم على كل من صاحب العمل والعامل؟,نعم، يسري على الطرف الذي أنهى العقد غير المحدد المدة ولم يراعِ مهلة الإشعار. (المادة السادسة والسبعون),المادة السادسة والسبعون ,"تم تعديل هذه المادة بموجب المرسوم الملكي رقم ( م/ 46) وتاريخ 5 / 6 / 1436 هـ ؛ لتكون بالنص الآتي ""إذا لم يراع الطرف الذي أنهى العقد غير المحدد المدة المهلة المحدد للإشعار وفقاً للمادة (الخامسة والسبعين) من هذا النظام، فإنه يلتزم بأن يدفع للطرف الآخر عن مهلة الإشعار مبلغاً مساوياً لأجر العامل عن المهلة نفسها، ما لم يتفق الطرفان على أكثر من ذلك"".",0.171875,0.6470588235294118,0.1896551724137931,17,63
السابعة والسبعون,ما هو الحد الأدنى للتعويض الذي يستحقه العامل إذا تم إنهاء عقده غير المحدد المدة لسبب غير مشروع؟,يستحق أجر خمسة عشر يوماً عن كل سنة من سنوات خدمة العامل. (المادة السابعة والسبعون),المادة السابعة والسبعون ,"تم تعديل هذه المادة بموجب المرسوم الملكي رقم ( م/ 46) وتاريخ 5 / 6 / 1436 هـ ؛ لتكون بالنص الآتي ""ما لم يتضمن العقد تعويضاً محدداً مقابل إنهائه من أحد الطرفين لسبب غير مشروع، يستحق الطرف المتضرر من إنهاء العقد تعويضاً على النحو الآتي 1 - أجر خمسة عشر يوماً عن كل سنة من سنوات خدمة العامل، إذا كان العقد غير محدد المدة. 2 - أجر المدة الباقية من العقد إذا كان العقد محدد المدة. 3 - يجب ألا يقل التعويض المشار إليه في الفقرتين (1) و(2) من هذه المادة عن أجر العامل لمدة شهرين"".",0.18571428571428572,0.8666666666666667,0.19117647058823528,15,92
السابعة والسبعون,ما هو التعويض المستحق للعامل إذا تم إنهاء عقده المحدد المدة لسبب غير مشروع؟,يستحق أجر المدة الباقية من العقد. (المادة السابعة والسبعون),المادة السابعة والسبعون ,"تم تعديل هذه المادة بموجب المرسوم الملكي رقم ( م/ 46) وتاريخ 5 / 6 / 1436 هـ ؛ لتكون بالنص الآتي ""ما لم يتضمن العقد تعويضاً محدداً مقابل إنهائه من أحد الطرفين لسبب غير مشروع، يستحق الطرف المتضرر من إنهاء العقد تعويضاً على النحو الآتي 1 - أجر خمسة عشر يوماً عن كل سنة من سنوات خدمة العامل، إذا كان العقد غير محدد المدة. 2 - أجر المدة الباقية من العقد إذا كان العقد محدد المدة. 3 - يجب ألا يقل التعويض المشار إليه في الفقرتين (1) و(2) من هذه المادة عن أجر العامل لمدة شهرين"".",0.1,0.7777777777777778,0.10294117647058823,9,92
السابعة والسبعون,ما هو الحد الأدنى المطلق للتعويض عن الإنهاء غير المشروع في جميع الأحوال؟,يجب ألا يقل التعويض عن أجر العامل لمدة شهرين. (المادة السابعة والسبعون),المادة السابعة والسبعون ,"تم تعديل هذه المادة بموجب المرسوم الملكي رقم ( م/ 46) وتاريخ 5 / 6 / 1436 هـ ؛ لتكون بالنص الآتي ""ما لم يتضمن العقد تعويضاً محدداً مقابل إنهائه من أحد الطرفين لسبب غير مشروع، يستحق الطرف المتضرر من إنهاء العقد تعويضاً على النحو الآتي 1 - أجر خمسة عشر يوماً عن كل سنة من سنوات خدمة العامل، إذا كان العقد غير محدد المدة. 2 - أجر المدة الباقية من العقد إذا كان العقد محدد المدة. 3 - يجب ألا يقل التعويض المشار إليه في الفقرتين (1) و(2) من هذه المادة عن أجر العامل لمدة شهرين"".",0.14285714285714285,0.8333333333333334,0.14705882352941177,12,92
الثامنة والسبعون,ما هو حق العامل في التغيب خلال مهلة الإشعار إذا كان الإنهاء من جانب صاحب العمل؟,يحق له أن يتغيب خلال مهلة الإشعار يوماً كاملاً في الأسبوع أو ثماني ساعات أثناء الأسبوع. (المادة الثامنة والسبعون),المادة الثامنة والسبعون ,"تم إلغاء نص هذه المادة بموجب المرسوم الملكي رقم ( م/ 46) وتاريخ 5 / 6 / 1436 هـ ؛ وإحلال النص الآتي محله ""إذا كان الإشعار من جانب صاحب العمل، فيحق للعامل أن يتغيب خلال مهلة الإشعار يوماً كاملاً في الأسبوع أو ثماني ساعات أثناء الأسبوع، وذلك للبحث عن عمل آخر مع استحقاقه لأجر هذا اليوم أو ساعات الغياب. ويكون للعامل تحديد يوم الغياب وساعاته بشرط أن يُشعر صاحب العمل بذلك في اليوم السابق للغياب على الأقل. ولصاحب العمل أن يعفي العامل من العمل أثناء مهلة الإشعار مع احتساب مدة خدمته مستمرة إلى حين انتهاء تلك المهلة، والتزام صاحب العمل بما يترتب على ذلك من آثار وبخاصة استحقاق العامل أجره عن مهلة الإشعار"".",0.1590909090909091,0.7777777777777778,0.16666666666666666,19,111
الثامنة والسبعون,ما هو الغرض من منح العامل حق التغيب أثناء مهلة الإشعار؟,الغرض هو للبحث عن عمل آخر مع استحقاقه لأجر هذا اليوم أو ساعات الغياب. (المادة الثامنة والسبعون),المادة الثامنة والسبعون ,"تم إلغاء نص هذه المادة بموجب المرسوم الملكي رقم ( م/ 46) وتاريخ 5 / 6 / 1436 هـ ؛ وإحلال النص الآتي محله ""إذا كان الإشعار من جانب صاحب العمل، فيحق للعامل أن يتغيب خلال مهلة الإشعار يوماً كاملاً في الأسبوع أو ثماني ساعات أثناء الأسبوع، وذلك للبحث عن عمل آخر مع استحقاقه لأجر هذا اليوم أو ساعات الغياب. ويكون للعامل تحديد يوم الغياب وساعاته بشرط أن يُشعر صاحب العمل بذلك في اليوم السابق للغياب على الأقل. ولصاحب العمل أن يعفي العامل من العمل أثناء مهلة الإشعار مع احتساب مدة خدمته مستمرة إلى حين انتهاء تلك المهلة، والتزام صاحب العمل بما يترتب على ذلك من آثار وبخاصة استحقاق العامل أجره عن مهلة الإشعار"".",0.14772727272727273,0.7647058823529411,0.15476190476190477,17,111
الثامنة والسبعون,هل يمكن لصاحب العمل إعفاء العامل من العمل أثناء مهلة الإشعار؟,نعم، يجوز لصاحب العمل إعفاء العامل من العمل أثناء المهلة مع احتساب مدة خدمته مستمرة والتزام صاحب العمل بأجره عن تلك المهلة. (المادة الثامنة والسبعون),المادة الثامنة والسبعون ,"تم إلغاء نص هذه المادة بموجب المرسوم الملكي رقم ( م/ 46) وتاريخ 5 / 6 / 1436 هـ ؛ وإحلال النص الآتي محله ""إذا كان الإشعار من جانب صاحب العمل، فيحق للعامل أن يتغيب خلال مهلة الإشعار يوماً كاملاً في الأسبوع أو ثماني ساعات أثناء الأسبوع، وذلك للبحث عن عمل آخر مع استحقاقه لأجر هذا اليوم أو ساعات الغياب. ويكون للعامل تحديد يوم الغياب وساعاته بشرط أن يُشعر صاحب العمل بذلك في اليوم السابق للغياب على الأقل. ولصاحب العمل أن يعفي العامل من العمل أثناء مهلة الإشعار مع احتساب مدة خدمته مستمرة إلى حين انتهاء تلك المهلة، والتزام صاحب العمل بما يترتب على ذلك من آثار وبخاصة استحقاق العامل أجره عن مهلة الإشعار"".",0.16483516483516483,0.6818181818181818,0.17857142857142858,25,111
التاسعة والسبعون,هل ينقضي عقد العمل بوفاة صاحب العمل؟,لا ينقضي عقد العمل بوفاة صاحب العمل، ما لم تكن شخصيته قد روعيت في إبرام العقد. (المادة التاسعة والسبعون),المادة التاسعة والسبعون ,لا ينقضي عقد العمل بوفاة صاحب العمل، ما لم تكن شخصيته قد روعيت في إبرام العقد، ولكنه ينتهي بوفاة العامل أو بعجزه عن أداء عمله، وذلك بموجب شهادة طبية معتمدة من الجهات الصحية المخولة، أو من الطبيب المخول الذي يعينه صاحب العمل.,0.38461538461538464,0.8333333333333334,0.4166666666666667,19,42
التاسعة والسبعون,متى ينتهي عقد العمل فيما يتعلق بوضع العامل الصحي؟,ينتهي بوفاة العامل أو بعجزه عن أداء عمله، وذلك بموجب شهادة طبية معتمدة من الجهات الصحية المخولة أو الطبيب المخول. (المادة التاسعة والسبعون),المادة التاسعة والسبعون ,لا ينقضي عقد العمل بوفاة صاحب العمل، ما لم تكن شخصيته قد روعيت في إبرام العقد، ولكنه ينتهي بوفاة العامل أو بعجزه عن أداء عمله، وذلك بموجب شهادة طبية معتمدة من الجهات الصحية المخولة، أو من الطبيب المخول الذي يعينه صاحب العمل.,0.48717948717948717,0.8636363636363636,0.5277777777777778,23,42
التاسعة والسبعون,ما هو الشرط المطلوب لإثبات عجز العامل عن أداء عمله؟,يجب أن يكون بموجب شهادة طبية معتمدة من الجهات الصحية المخولة، أو من الطبيب المخول الذي يعينه صاحب العمل. (المادة التاسعة والسبعون),المادة التاسعة والسبعون ,لا ينقضي عقد العمل بوفاة صاحب العمل، ما لم تكن شخصيته قد روعيت في إبرام العقد، ولكنه ينتهي بوفاة العامل أو بعجزه عن أداء عمله، وذلك بموجب شهادة طبية معتمدة من الجهات الصحية المخولة، أو من الطبيب المخول الذي يعينه صاحب العمل.,0.35714285714285715,0.7142857142857143,0.4166666666666667,22,42
