المادة القانونية (م),السؤال,الإجابة,Gold_Article,Gold_Text,Overlap_Jaccard,Coverage_Answer_in_Article,Coverage_Article_in_Answer,Answer_Length_Tokens,Article_Length_Tokens
الثامنة والخمسون,في حالات الضرورة العارضة، ما هي أقصى مدة يجوز فيها لصاحب العمل تكليف العامل بعمل في مكان يختلف عن المكان المتفق عليه دون موافقته، وماذا يلتزم به صاحب العمل في هذه الحالة؟,المدة لا تتجاوز ثلاثين يوماً في السنة. ويلتزم صاحب العمل بأن يتحمل تكاليف انتقال العامل وإقامته خلال تلك المدة. (المادة الثامنة والخمسون),المادة الثامنة والخمسون ,"تم تعديل هذه المادة بموجب المرسوم الملكي رقم ( م/ 46) وتاريخ 5 / 6 / 1436 هـ ؛ لتكون بالنص الآتي ""1 - لا يجوز لصاحب العمل أن ينقل العامل بغير موافقته – كتابةً – من مكان عمله الأصلي إلى مكان آخر يقتضي تغيير محل إقامته. 2 - لصاحب العمل - في حالات الضرورة التي قد تقتضيها ظروف عارضة ولمدة لا تتجاوز ثلاثين يوماً في السنة – تكليف العامل بعمل في مكان يختلف عن المكان المتفق عليه دون اشتراط موافقته، على أن يتحمل صاحب العمل تكاليف انتقال العامل وإقامته خلال تلك المدة"".",0.2236842105263158,0.8095238095238095,0.2361111111111111,22,84
التاسعة والخمسون,ما هو الشرط الذي يسمح بنقل العامل ذي الأجر الشهري إلى فئة عمال اليومية أو العمال المعينين بالأجر الأسبوعي أو بالقطعة أو بالساعة؟,الشرط هو موافقة العامل على ذلك كتابةً، ومع عدم الإخلال بالحقوق التي اكتسبها العامل في المدة التي قضاها بالأجر الشهري. (المادة التاسعة والخمسون),المادة التاسعة والخمسون ,لا يجوز نقل العامل ذي الأجر الشهري إلى فئة عمال اليومية أو العمال المعينين بالأجر الأسبوعي أو بالقطعة أو بالساعة، إلا إذا وافق العامل على ذلك كتابة، ومع عدم الإخلال بالحقوق التي اكتسبها العامل في المدة التي قضاها بالأجر الشهري.,0.35,0.6666666666666666,0.42424242424242425,23,40
الستون,متى يجوز لصاحب العمل تكليف العامل بعمل يختلف اختلافاً جوهرياً عن العمل المتفق عليه بغير موافقته الكتابية؟,يجوز ذلك فقط في حالات الضرورة التي قد تقتضيها ظروف عارضة، ولمدة لا تتجاوز ثلاثين يومًا في السنة. (المادة الستون),المادة الستون ,مع عدم الإخلال بما تضمنته المادة (الثامنة والثلاثون) من هذا النظام، لا يجوز تكليف العامل بعمل يختلف اختلافًا جوهريًّا عن العمل المتفق عليه بغير موافقته الكتابية، إلا في حالات الضرورة التي قد تقتضيها ظروف عارضة، ولمدة لا تتجاوز ثلاثين يومًا في السنة.,0.37209302325581395,0.8421052631578947,0.4,20,42
الحادية والستون,اذكر اثنين من الالتزامات الجديدة التي أضيفت على صاحب العمل بموجب المرسوم الملكي رقم (م/44) بخصوص تكافؤ الفرص والسكن والمواصلات.,1. أن يمتنع عن القيام بكل ما من شأنه إبطال أو إضعاف تطبيق تكافؤ الفرص أو المعاملة في الاستخدام والمهنة على أساس التمييز. 2. أن يوفر السكن اللائق لعماله، وله أن يستعيض عن ذلك ببدل نقدي مناسب، أو أن يوفر وسيلة مواصلات مناسبة لعماله وله أن يستعيض عن ذلك ببدل نقدي مناسب. (المادة الحادية والستون),المادة الحادية والستون ,"- صدر المرسوم الملكي رقم (م/44) وتاريخ 1446/2/8هـ، وذلك بالموافقة على تعديلات بعض مواد نظام العمل (ويعمل بها من تاريخ 1446/8/20هـ) وعدلت هذه المادة وذلك بإضافة الفقرات الآتية ""4- أن يمتنع عن القيام بكل ما من شأنه إبطال أو إضعاف تطبيق تكافؤ الفرص أو المعاملة في الاستخدام والمهنة، سواء من خلال الاستبعاد أو التفريق أو التفضيل بين المتقدمين للعمل أو العاملين لديه على أساس العرق أو اللون أو الجنس أو السن أو الإعاقة أو الحالة الاجتماعية أو أي شكل من أشكال التمييز الأخرى. 5- أن يوفر السكن اللائق لعماله. وله أن يستعيض عن ذلك ببدل نقدي مناسب يدفعه لهم مع الأجر. 6- أن يوفر وسيلة مواصلات مناسبة لعماله من مقر سكنهم إلى مقر العمل. وله أن يستعيض عن ذلك ببدل نقدي مناسب يدفعه لهم مع الأجر "".",0.375,0.9230769230769231,0.3870967741935484,55,130
الثانية والستون,متى يكون للعامل الحق في أجر المدة التي لا يؤدي فيها العمل؟,إذا حضر العامل لأداء عمله في الوقت المحدد لذلك، أو بين أنه مستعد لأداء عمله في هذا الوقت، ولم يمنعه عن العمل إلا سبب راجع إلى صاحب العمل. (المادة الثانية والستون),المادة الثانية والستون,إذا حضر العامل لأداء عمله في الوقت المحدد لذلك، أو بين أنه مستعد لأداء عمله في هذا الوقت، ولم يمنعه عن العمل إلا سبب راجع إلى صاحب العمل؛ كان له الحق في أجر المدة التي لا يؤدي فيها العمل.,0.6388888888888888,0.8846153846153846,0.696969696969697,31,39
الثالثة والستون,ما هو الإجراء الذي يجب على صاحب العمل أو وكيله اتخاذه بخصوص المواد المحرمة شرعًا في أماكن العمل؟,على صاحب العمل أو وكيله أو أي شخص له سلطة على العمال، منع دخول أي مادة محرمة شرعًا إلى أماكن العمل، ويطبق بحق من وجدت لديه أو من تعاطاها العقوبات المقررة في هذا النظام. (المادة الثالثة والستون),المادة الثالثة والستون ,على صاحب العمل أو وكيله أو أي شخص له سلطة على العمال، منع دخول أي مادة محرمة شرعًا إلى أماكن العمل، ويطبق بحق من وجدت لديه أو من تعاطاها العقوبات المقررة في هذا النظام، مع عدم الإخلال بالعقوبات الشرعية.,0.7777777777777778,0.9032258064516129,0.8484848484848485,37,39
الرابعة والستون,ما هما الالتزامان اللذان يقعان على صاحب العمل عند انتهاء عقد العمل بخصوص وثائق العامل؟,1. أن يعطي العامل – بناءً على طلبه – شهادة خدمة دون مقابل، يوضح فيها تاريخ الالتحاق والانتهاء والمهنة والأجر الأخير، دون تضمين ما يسيء إلى سمعة العامل. 2. أن يعيد إلى العامل جميع ما أودعه لديه من شهادات أو وثائق. (المادة الرابعة والستون),المادة الرابعة والستون ,"تم تعديل هذه المادة بموجب المرسوم الملكي رقم ( م/ 46) وتاريخ 5 / 6 / 1436 هـ ؛ لتكون بالنص الآتي "" يلتزم صاحب العمل عند انتهاء عقد العمل بما يأتي 1 - أن يعطي العامل – بناءً على طلبه – شهادة خدمة دون مقابل، يوضح فيها تاريخ التحاقه بالعمل، وتاريخ انتهاء علاقته به، ومهنته، ومقدار أجره الأخير. ولا يجوز لصاحب العمل تضمين الشهادة ما قد يسيء إلى سمعة العامل أو يقلل من فرص العمل أمامه. 2 - أن يعيد إلى العامل جميع ما أودعه لديه من شهادات أو وثائق"".",0.38961038961038963,0.8333333333333334,0.4225352112676056,42,83
السادسة والستون,اذكر ثلاث من الواجبات المنصوص عليها على العامل، بالإضافة إلى ما ورد في النظام واللوائح.,1. أن ينجز العمل وفقًا لأصول المهنة ووفق تعليمات صاحب العمل المشروعة. 2. أن يعتني عناية كافية بالآلات والأدوات والمهمات والخامات المملوكة لصاحب العمل. 3. أن يلتزم حسن السلوك والأخلاق أثناء العمل. 4. أن يقدم كل عون ومساعدة دون أجر إضافي في حالات الكوارث والأخطار. 5. أن يخضع للفحوص الطبية التي يطلبها صاحب العمل. 6. أن يحفظ الأسرار الفنية والتجارية والصناعية للمنشأة. (المادة السادسة والستون),المادة السادسة والستون ,الجزاءات التأديبية التي يجوز لصاحب العمل توقيعها على العامل 1 - الإنذار. 2 - الغرامة. 3 - الحرمان من العلاوة أو تأجيلها لمدة لا تزيد على سنة متى كانت مقررة من صاحب العمل. 4 - تأجيل الترقية مدة لا تزيد على سنة متى كانت مقررة من صاحب العمل. 5 - الإيقاف عن العمل مع الحرمان من الأجر. 6- الفصل من العمل في الحالات المقررة في النظام.,0.12790697674418605,0.2,0.2619047619047619,65,61
السادسة والستون,اذكر أربعة من الجزاءات التأديبية التي يجوز لصاحب العمل توقيعها على العامل.,1. الإنذار. 2. الغرامة. 3. الحرمان من العلاوة أو تأجيلها لمدة لا تزيد على سنة. 4. تأجيل الترقية مدة لا تزيد على سنة. 5. الإيقاف عن العمل مع الحرمان من الأجر. 6. الفصل من العمل في الحالات المقررة في النظام. (المادة السادسة والستون),المادة السادسة والستون ,الجزاءات التأديبية التي يجوز لصاحب العمل توقيعها على العامل 1 - الإنذار. 2 - الغرامة. 3 - الحرمان من العلاوة أو تأجيلها لمدة لا تزيد على سنة متى كانت مقررة من صاحب العمل. 4 - تأجيل الترقية مدة لا تزيد على سنة متى كانت مقررة من صاحب العمل. 5 - الإيقاف عن العمل مع الحرمان من الأجر. 6- الفصل من العمل في الحالات المقررة في النظام.,0.6888888888888889,0.9117647058823529,0.7380952380952381,43,61
الثامنة والستون,ما هو القيد الزمني على تشديد الجزاء على العامل في حال تكرار المخالفة؟,لا يجوز تشديد الجزاء في حالة تكرار المخالفة إذا كان قد انقضى على المخالفة السابقة مائة وثمانون يومًا من تاريخ إبلاغ العامل بتوقيع الجزاء عليه عن تلك المخالفة. (المادة الثامنة والستون),المادة الثامنة والستون ,لا يجوز تشديد الجزاء في حالة تكرار المخالفة إذا كان قد انقضى على المخالفة السابقة مائة وثمانون يومًا من تاريخ إبلاغ العامل بتوقيع الجزاء عليه عن تلك المخالفة.,0.8928571428571429,0.8928571428571429,1.0,31,28
التاسعة والستون,ما هي المدة القصوى المسموح بها لاتهام العامل بمخالفة من تاريخ كشفها؟,لا يجوز اتهام العامل بمخالفة مضى على كشفها أكثر من ثلاثين يومًا. (المادة التاسعة والستون),المادة التاسعة والستون ,لا يجوز اتهام العامل بمخالفة مضى على كشفها أكثر من ثلاثين يومًا، ولا يجوز توقيع جزاء تأديبي بعد تاريخ انتهاء التحقيق في المخالفة وثبوتها في حق العامل بأكثر من ثلاثين يومًا.,0.42857142857142855,0.8,0.48,15,31
التاسعة والستون,ما هي المدة القصوى المسموح بها لتوقيع الجزاء التأديبي على العامل بعد تاريخ انتهاء التحقيق وثبوت المخالفة؟,لا يجوز توقيع جزاء تأديبي بعد تاريخ انتهاء التحقيق في المخالفة وثبوتها في حق العامل بأكثر من ثلاثين يومًا. (المادة التاسعة والستون),المادة التاسعة والستون ,لا يجوز اتهام العامل بمخالفة مضى على كشفها أكثر من ثلاثين يومًا، ولا يجوز توقيع جزاء تأديبي بعد تاريخ انتهاء التحقيق في المخالفة وثبوتها في حق العامل بأكثر من ثلاثين يومًا.,0.6428571428571429,0.8571428571428571,0.72,22,31
السبعون,ما هي القيود المفروضة على توقيع الغرامة على العامل عن المخالفة الواحدة في الشهر؟,لا يجوز أن تزيد الغرامة عن المخالفة الواحدة على أجرة خمسة أيام، ولا أن تقتطع من أجره وفاءً للغرامات التي توقع عليه أكثر من أجر خمسة أيام في الشهر الواحد. (المادة السبعون),المادة السبعون ,لا يجوز توقيع جزاء تأديبي على العامل لأمر ارتكبه خارج مكان العمل ما لم يكن متصلًا بالعمل أو بصاحبه أو مديره المسؤول، كما لا يجوز أن يوقع على العامل عن المخالفة الواحدة غرامة تزيد قيمتها على أجرة خمسة أيام، ولا توقيع أكثر من جزاء واحد على المخالفة الواحدة، ولا أن تُقتطع من أجره وفاءً للغرامات التي توقع عليه أكثر من أجر خمسة أيام في الشهر الواحد، ولا أن تزيد مدة إيقافه عن العمل دون أجر على خمسة أيام في الشهر.,0.43636363636363634,0.8571428571428571,0.47058823529411764,32,80
الحادية والسبعون,ما هي الإجراءات الواجب اتباعها لتوقيع جزاء تأديبي على العامل؟ وما هو الاستثناء في المخالفات البسيطة؟,يجب توقيع الجزاء بعد إبلاغه كتابة بما نسب إليه واستجوابه وتحقيق دفاعه وإثبات ذلك في محضر. ويجوز أن يكون الاستجواب شفاهة في المخالفات البسيطة التي لا يتعدى الجزاء فيها الإنذار أو الغرامة باقتطاع ما لا يزيد على أجر يوم واحد. (المادة الحادية والسبعون),المادة الحادية والسبعون ,لا يجوز توقيع جزاء تأديبي على العامل إلا بعد إبلاغه كتابة بما نسب إليه واستجوابه وتحقيق دفاعه وإثبات ذلك في محضر يودع في ملفه الخاص، ويجوز أن يكون الاستجواب شفاهة في المخالفات البسيطة التي لا يتعدى الجزاء المفروض على مرتكبها الإنذار أو الغرامة باقتطاع ما لا يزيد على أجر يوم واحد، على أن يثبت ذلك في المحضر.,0.6730769230769231,0.875,0.7446808510638298,43,57
الثانية والسبعون,ما هي المدة المتاحة للعامل لتقديم تظلمه على قرار توقيع الجزاء على الجهة المختصة لدى صاحب العمل؟,له التظلم كتابة للجهة المختصة لدى صاحب العمل خلال (ثلاثين) يوماً -عدا أيام العطل الرسمية- من تاريخ إبلاغه بالقرار. (المادة الثانية والسبعون),المادة الثانية والسبعون,"- صدر المرسوم الملكي رقم (م/44) وتاريخ 1446/2/8هـ، وذلك بالموافقة على تعديلات بعض مواد نظام العمل (ويعمل بها من تاريخ 1446/8/20هـ) وعدلت هذه المادة لتكون بالنص الآتي "" يجب أن يبلغ العامل بقرار توقيع الجزاء عليه كتابة، فإذا امتنع عن الاستلام أو كان غائباً فيرسل البلاغ بكتاب مسجل على عنوانه المبين في ملفه، وله التظلم كتابة للجهة المختصة لدى صاحب العمل خلال (ثلاثين) يوماً -عدا أيام العطل الرسمية- من تاريخ إبلاغه بالقرار، فإن رُفض تظلمه أو لم يُبت فيه كتابة خلال (خمسة عشر) يوماً من تقديمه كان له حق الاعتراض أمام المحاكم العمالية على القرار الخاص بتوقيع الجزاء عليه خلال (ثلاثين) يوماً -عدا أيام العطل الرسمية- من تاريخ رفض تظلمه أو انتهاء المدة المحددة للبت في التظلم أيهما أقرب"".",0.20833333333333334,0.9090909090909091,0.2127659574468085,22,122
الثالثة والسبعون,ما هو الإجراء الواجب على صاحب العمل اتخاذه بخصوص الغرامات التي يوقعها على العامل، وكيف يتم التصرف بهذه الغرامات؟,يجب على صاحب العمل أن يكتب الغرامات في سجل خاص. ولا يجوز التصرف في الغرامات إلا فيما يعود بالنفع على عمال المنشأة، على أن يكون التصرف بها من قبل اللجنة العمالية في المنشأة أو بموافقة الوزارة في حالة عدم وجود لجنة. (المادة الثالثة والسبعون),المادة الثالثة والسبعون ,"تم تعديل هذه المادة بموجب المرسوم الملكي رقم ( م/ 46) وتاريخ 5 / 6 / 1436 هـ ؛ لتكون بالنص الآتي ""يجب على صاحب العمل أن يكتب الغرامات التي يوقعها على العامل في سجل خاص، مع بيان اسم العامل ومقدار أجره ومقدار الغرامة وسبب توقيعها وتاريخ ذلك. ولا يجوز التصرف في الغرامات إلا فيما يعود بالنفع على عمال المنشأة، على أن يكون التصرف بهذه الغرامات من قبل اللجنة العمالية في المنشأة، وفي حالة عدم وجود لجنة يكون التصرف في الغرامات بموافقة الوزارة"".",0.4626865671641791,0.8857142857142857,0.49206349206349204,44,80
الرابعة والسبعون,اذكر أربعة من الأحوال التي ينتهي فيها عقد العمل.,1. إذا اتفق الطرفان على إنهائه، بشرط أن تكون موافقة العامل كتابية. 2. إذا انتهت المدة المحددة في العقد. 3. بناءً على إرادة أحد الطرفين في العقود غير المحددة المدة. 4. بلوغ العامل سن التقاعد (60 سنة للعمال و55 للعاملات). 5. القوة القاهرة. 6. إغلاق المنشأة نهائياً. 7. إنهاء النشاط الذي يعمل فيه العامل. (المادة الرابعة والسبعون),المادة الرابعة والسبعون ,"تم تعديل هذه المادة بموجب المرسوم الملكي رقم ( م/ 46) وتاريخ 5 / 6 / 1436 هـ ؛ لتكون بالنص الآتي "" ينتهي عقد العمل في أي من الأحوال الآتية 1 - إذا اتفق الطرفان على إنهائه، بشرط أن تكون موافقة العامل كتابية. 2 - إذا انتهت المدة المحددة في العقد، ما لم يكن العقد قد تجدد صراحة وفق أحكام هذا النظام؛ فيستمر إلى أجله. 3 - بناءً على إرادة أحد الطرفين في العقود غير المحددة المدة، وفقاً لما ورد في المادة (الخامسة والسبعين) من هذا النظام. 4 - بلوغ العامل سن التقاعد - وهي ستون سنة للعمال وخمس وخمسون سنة للعاملات - ما لم يتفق الطرفان على الاستمرار في العمل بعد هذه السن، ويجوز تخفيض سن التقاعد في حالات التقاعد المبكر الذي ينص عليه في لائحة تنظيم العمل. وإذا كان عقد العمل محدد المدة، وكانت مدته تمتد إلى ما بعد بلوغ سن التقاعد؛ ففي هذه الحالة ينتهي العقد بانتهاء مدته. 5 - القوة القاهرة. 6 - إغلاق المنشأة نهائياً. 7 - إنهاء النشاط الذي يعمل فيه العامل، ما لم يُتفق على غير ذلك. 8 - أي حالة أخرى ينص عليها نظام آخر"".",0.36507936507936506,0.92,0.3770491803278688,57,170
الخامسة والسبعون,في حال العقد غير محدد المدة، كم يجب أن تكون مدة الإشعار الكتابي للطرف الآخر إذا كان أجر العامل يدفع شهريًا؟ وكم هي المدة لغيره؟,يجب ألا تقل مدة الإشعار عن ستين يوماً إذا كان أجر العامل يدفع شهريًّا، ولا تقل عن ثلاثين يوماً بالنسبة إلى غيره. (المادة الخامسة والسبعون),المادة الخامسة والسبعون ,"تم تعديل هذه المادة بموجب المرسوم الملكي رقم ( م/ 46) وتاريخ 5 / 6 / 1436 هـ ؛ لتكون بالنص الآتي ""إذا كان العقد غير محدد المدة، جاز لأي من طرفيه إنهاؤه بناءً على سبب مشروع يجب بيانه بموجب إشعار يوجه إلى الطرف الآخر كتابةً قبل الإنهاء بمدة تحدد في العقد، على ألا تقل عن ستين يوماً إذا كان أجر العامل يدفع شهريًّا، ولا تقل عن ثلاثين يوماً بالنسبة إلى غيره"".",0.26153846153846155,0.7727272727272727,0.2833333333333333,25,69
السادسة والسبعون,ما هو التعويض المستحق للطرف الآخر إذا لم يراعِ الطرف الذي أنهى العقد غير المحدد المدة مهلة الإشعار النظامية؟,يلتزم بأن يدفع للطرف الآخر عن مهلة الإشعار مبلغاً مساوياً لأجر العامل عن المهلة نفسها، ما لم يتفق الطرفان على أكثر من ذلك. (المادة السادسة والسبعون),المادة السادسة والسبعون ,"تم تعديل هذه المادة بموجب المرسوم الملكي رقم ( م/ 46) وتاريخ 5 / 6 / 1436 هـ ؛ لتكون بالنص الآتي ""إذا لم يراع الطرف الذي أنهى العقد غير المحدد المدة المهلة المحدد للإشعار وفقاً للمادة (الخامسة والسبعين) من هذا النظام، فإنه يلتزم بأن يدفع للطرف الآخر عن مهلة الإشعار مبلغاً مساوياً لأجر العامل عن المهلة نفسها، ما لم يتفق الطرفان على أكثر من ذلك"".",0.38333333333333336,0.92,0.39655172413793105,26,63
السابعة والسبعون,في حال إنهاء عقد العمل غير المحدد المدة لسبب غير مشروع، كم يُقدر التعويض إذا لم يتضمن العقد تعويضاً محدداً؟,يستحق الطرف المتضرر تعويضاً يعادل أجر خمسة عشر يوماً عن كل سنة من سنوات خدمة العامل، على ألا يقل عن أجر العامل لمدة شهرين. (المادة السابعة والسبعون),المادة السابعة والسبعون ,"تم تعديل هذه المادة بموجب المرسوم الملكي رقم ( م/ 46) وتاريخ 5 / 6 / 1436 هـ ؛ لتكون بالنص الآتي ""ما لم يتضمن العقد تعويضاً محدداً مقابل إنهائه من أحد الطرفين لسبب غير مشروع، يستحق الطرف المتضرر من إنهاء العقد تعويضاً على النحو الآتي 1 - أجر خمسة عشر يوماً عن كل سنة من سنوات خدمة العامل، إذا كان العقد غير محدد المدة. 2 - أجر المدة الباقية من العقد إذا كان العقد محدد المدة. 3 - يجب ألا يقل التعويض المشار إليه في الفقرتين (1) و(2) من هذه المادة عن أجر العامل لمدة شهرين"".",0.29577464788732394,0.875,0.3088235294117647,27,92
السابعة والسبعون,في حال إنهاء عقد العمل المحدد المدة لسبب غير مشروع، كم يُقدر التعويض إذا لم يتضمن العقد تعويضاً محدداً؟,يستحق الطرف المتضرر تعويضاً يعادل أجر المدة الباقية من العقد، على ألا يقل التعويض عن أجر العامل لمدة شهرين. (المادة السابعة والسبعون),المادة السابعة والسبعون ,"تم تعديل هذه المادة بموجب المرسوم الملكي رقم ( م/ 46) وتاريخ 5 / 6 / 1436 هـ ؛ لتكون بالنص الآتي ""ما لم يتضمن العقد تعويضاً محدداً مقابل إنهائه من أحد الطرفين لسبب غير مشروع، يستحق الطرف المتضرر من إنهاء العقد تعويضاً على النحو الآتي 1 - أجر خمسة عشر يوماً عن كل سنة من سنوات خدمة العامل، إذا كان العقد غير محدد المدة. 2 - أجر المدة الباقية من العقد إذا كان العقد محدد المدة. 3 - يجب ألا يقل التعويض المشار إليه في الفقرتين (1) و(2) من هذه المادة عن أجر العامل لمدة شهرين"".",0.2535211267605634,0.8571428571428571,0.2647058823529412,22,92
الثامنة والسبعون,ما هو حق العامل في التغيب خلال مهلة الإشعار إذا كان الإشعار من جانب صاحب العمل، وما هو الغرض من هذا الغياب؟,يحق للعامل أن يتغيب خلال مهلة الإشعار يوماً كاملاً في الأسبوع أو ثماني ساعات أثناء الأسبوع، وذلك للبحث عن عمل آخر مع استحقاقه لأجر هذا اليوم أو ساعات الغياب. (المادة الثامنة والسبعون),المادة الثامنة والسبعون ,"تم إلغاء نص هذه المادة بموجب المرسوم الملكي رقم ( م/ 46) وتاريخ 5 / 6 / 1436 هـ ؛ وإحلال النص الآتي محله ""إذا كان الإشعار من جانب صاحب العمل، فيحق للعامل أن يتغيب خلال مهلة الإشعار يوماً كاملاً في الأسبوع أو ثماني ساعات أثناء الأسبوع، وذلك للبحث عن عمل آخر مع استحقاقه لأجر هذا اليوم أو ساعات الغياب. ويكون للعامل تحديد يوم الغياب وساعاته بشرط أن يُشعر صاحب العمل بذلك في اليوم السابق للغياب على الأقل. ولصاحب العمل أن يعفي العامل من العمل أثناء مهلة الإشعار مع احتساب مدة خدمته مستمرة إلى حين انتهاء تلك المهلة، والتزام صاحب العمل بما يترتب على ذلك من آثار وبخاصة استحقاق العامل أجره عن مهلة الإشعار"".",0.2988505747126437,0.896551724137931,0.30952380952380953,32,111
التاسعة والسبعون,متى ينقضي عقد العمل بوفاة صاحب العمل؟ ومتى ينتهي بوفاة العامل؟,لا ينقضي عقد العمل بوفاة صاحب العمل، ما لم تكن شخصيته قد روعيت في إبرام العقد. وينتهي بوفاة العامل أو بعجزه عن أداء عمله. (المادة التاسعة والسبعون),المادة التاسعة والسبعون ,لا ينقضي عقد العمل بوفاة صاحب العمل، ما لم تكن شخصيته قد روعيت في إبرام العقد، ولكنه ينتهي بوفاة العامل أو بعجزه عن أداء عمله، وذلك بموجب شهادة طبية معتمدة من الجهات الصحية المخولة، أو من الطبيب المخول الذي يعينه صاحب العمل.,0.525,0.84,0.5833333333333334,27,42
الثمانون,اذكر أربع من الحالات التي يجوز فيها لصاحب العمل فسخ العقد دون مكافأة أو إشعار أو تعويض، شريطة أن يتيح للعامل الفرصة لإبداء أسباب معارضته.,1. إذا وقع من العامل اعتداء على صاحب العمل أو المدير المسؤول أو أحد رؤسائه أو مرؤوسيه أثناء العمل أو بسببه. 2. إذا لم يؤدِّ العامل التزاماته الجوهرية أو لم يطع الأوامر المشروعة أو لم يراعِ التعليمات الخاصة بسلامة العمل رغم إنذاره. 3. إذا ثبت اتباع العامل سلوكاً سيئاً، أو ارتكابه عملاً مخلاً بالشرف أو الأمانة. 4. إذا وقع من العامل - عمداً - أيُّ فعلٍ يقصد به إلحاق خسارة مادية بصاحب العمل. 5. إذا ثبت أن العامل لجأ إلى التزوير ليحصل على العمل. 6. إذا كان العامل مُعيَّناً تحت الاختبار. 7. إذا تغيب العامل دون سبب مشروع أكثر من ثلاثين يوماً خلال السنة العقدية الواحدة. 8. إذا ثبت أن العامل استغل مركزه الوظيفي بطريقة غير مشروعة. 9. إذا ثبت أن العامل أفشى الأسرار الصناعية أو التجارية الخاصة بالعمل. (المادة الثمانون),المادة الثمانون ,"تم تعديل هذه المادة بموجب المرسوم الملكي رقم ( م/ 46) وتاريخ 5 / 6 / 1436 هـ ؛ لتكون بالنص الآتي ""لا يجوز لصاحب العمل فسخ العقد دون مكافأة العامل، أو إشعاره، أو تعويضه؛ إلا في الحالات الآتية، وبشرط أن يتيح له الفرصة لكي يبدي أسباب معارضته للفسخ 1 - إذا وقع من العامل اعتداء على صاحب العمل أو المدير المسؤول أو أحد رؤسائه أو مرؤوسيه أثناء العمل أو بسببه. 2 - إذا لم يؤدِّ العامل التزاماته الجوهرية المترتبة على عقد العمل أو لم يطع الأوامر المشروعة أو لم يراعِ عمداً التعليمات – التي أعلن عنها صاحب العمل في مكان ظاهر – الخاصة بسلامة العمل والعمال رغم إنذاره كتابة. 3 - إذا ثبت اتباع العامل سلوكاً سيئاً، أو ارتكابه عملاً مخلاً بالشرف أو الأمانة. 4 - إذا وقع من العامل - عمداً - أيُّ فعلٍ أو تقصيرٍ يقصد به إلحاق خسارة مادية بصاحب العمل، بشرط أن يبلغ صاحب العمل الجهات المختصة بالحادث خلال أربع وعشرين ساعة من وقت علمه بوقوعه. 5 - إذا ثبت أن العامل لجأ إلى التزوير ليحصل على العمل. 6 - إذا كان العامل مُعيَّناً تحت الاختبار. 7 - إذا تغيب العامل دون سبب مشروع أكثر من ثلاثين يوماً خلال السنة العقدية الواحدة أو أكثر من خمسة عشر يوماً متتالية، على أن يسبق الفصل إنذار كتابي من صاحب العمل للعامل بعد غيابه عشرين يوماً في الحالة الأولى وانقطاعه عشرة أيام في الحالة الثانية. 8 - إذا ثبت أن العامل استغل مركزه الوظيفي بطريقة غير مشروعة للحصول على نتائج ومكاسب شخصية. 9 - إذا ثبت أن العامل أفشى الأسرار الصناعية أو التجارية الخاصة بالعمل الذي يعمل فيه"".",0.4885057471264368,0.9550561797752809,0.5,129,244
الحادية والثمانون,متى يحق للعامل أن يترك العمل دون إشعار مع احتفاظه بحقوقه النظامية كلها؟ اذكر حالتين.,1. إذا لم يقم صاحب العمل بالوفاء بالتزاماته العقدية أو النظامية الجوهرية إزاء العامل. 2. إذا ثبت أن صاحب العمل أو من يمثله قد أدخل عليه الغش وقت التعاقد فيما يتعلق بشروط العمل وظروفه. 3. إذا كلفه صاحب العمل دون رضاه بعمل يختلف جوهريًّا عن العمل المتفق عليه. 4. إذا وقع من صاحب العمل أو من أحد أفراد أسرته أو من المدير المسؤول اعتداء يتسم بالعنف. 5. إذا اتسمت معاملة صاحب العمل أو المدير المسؤول بمظاهر من القسوة والجور أو الإهانة. 6. إذا كان في مقر العمل خطر جسيم يهدد سلامة العامل أو صحته. (المادة الحادية والثمانون),المادة الحادية والثمانون ,يحق للعامل أن يترك العمل دون إشعار مع احتفاظه بحقوقه النظامية كلها، وذلك في أي من الحالات الآتية 1 - إذا لم يقم صاحب العمل بالوفاء بالتزاماته العقدية أو النظامية الجوهرية إزاء العامل. 2 - إذا ثبت أن صاحب العمل أو من يمثله قد أدخل عليه الغش وقت التعاقد فيما يتعلق بشروط العمل وظروفه. 3 - إذا كلفه صاحب العمل دون رضاه بعمل يختلف جوهريًّا عن العمل المتفق عليه، وخلافًا لما تقرره المادة الستون من هذا النظام. 4 - إذا وقع من صاحب العمل أو من أحد أفراد أسرته أو من المدير المسؤول اعتداء يتسم بالعنف، أو سلوك مخل بالآداب نحو العامل أو أحد أفراد أسرته. 5 - إذا اتسمت معاملة صاحب العمل أو المدير المسؤول بمظاهر من القسوة والجور أو الإهانة. 6 - إذا كان في مقر العمل خطر جسيم يهدد سلامة العامل أو صحته، بشرط أن يكون صاحب العمل قد علم بوجوده، ولم يتخذ من الإجراءات ما يدل على إزالته. 7 - إذا كان صاحب العمل أو من يمثله قد دفع العامل بتصرفاته وعلى الأخص بمعاملته الجائرة أو بمخالفته شروط العقد إلى أن يكون العامل في الظاهر هو الذي أنهى العقد.,0.5517241379310345,0.9552238805970149,0.5663716814159292,97,176
